int	int	int	string	int	int	int	int	int	int	int[]	int[]	string
1056	1015	2	乔治	2103	1	1101	0	0	0	1902;1932;1904;1909;1935	1601;1604	约克郡公爵乔治（主角）因患口吃，无法在公众面前发表演讲，这令他接连在大型仪式上丢丑。贤惠的妻子伊莎贝尔（主角）为了帮助丈夫，到处寻访名医，但是传统的方法总不奏效。一次偶然的机会，她结识了语言治疗师杰弗逊（主角），并寄希望于杰弗逊能够帮助治疗乔治的口吃。乔治并不信任杰弗逊，但慢慢发现杰弗逊的方法并非胡来。随着旧王驾崩，乔治的哥哥爱德华（配角）本应即位，却为了迎娶一位寡妇——汤普森夫人而放弃了江山。乔治临危受命，他能否克服自己的口吃，完成这次重要的演讲？
1057	1016	1	杰弗逊	2101	2	0	0	0	1502	1941;1934;1921;1931;1910	1602;1603	约克郡公爵乔治（主角）因患口吃，无法在公众面前发表演讲，这令他接连在大型仪式上丢丑。贤惠的妻子伊莎贝尔（主角）为了帮助丈夫，到处寻访名医，但是传统的方法总不奏效。一次偶然的机会，她结识了语言治疗师杰弗逊（主角），并寄希望于杰弗逊能够帮助治疗乔治的口吃。乔治并不信任杰弗逊，但慢慢发现杰弗逊的方法并非胡来。随着旧王驾崩，乔治的哥哥爱德华（配角）本应即位，却为了迎娶一位寡妇——汤普森夫人而放弃了江山。乔治临危受命，他能否克服自己的口吃，完成这次重要的演讲？
1058	1016	2	伊莎贝尔	2107	1	1101	0	0	0	1923;1943;1920;1930;1945	1603;1604	约克郡公爵乔治（主角）因患口吃，无法在公众面前发表演讲，这令他接连在大型仪式上丢丑。贤惠的妻子伊莎贝尔（主角）为了帮助丈夫，到处寻访名医，但是传统的方法总不奏效。一次偶然的机会，她结识了语言治疗师杰弗逊（主角），并寄希望于杰弗逊能够帮助治疗乔治的口吃。乔治并不信任杰弗逊，但慢慢发现杰弗逊的方法并非胡来。随着旧王驾崩，乔治的哥哥爱德华（配角）本应即位，却为了迎娶一位寡妇——汤普森夫人而放弃了江山。乔治临危受命，他能否克服自己的口吃，完成这次重要的演讲？
1059	1016	3	爱德华	2104	2	0	0	0	0	1901;1902;1907;1945;1929	1602;1601	约克郡公爵乔治（主角）因患口吃，无法在公众面前发表演讲，这令他接连在大型仪式上丢丑。贤惠的妻子伊莎贝尔（主角）为了帮助丈夫，到处寻访名医，但是传统的方法总不奏效。一次偶然的机会，她结识了语言治疗师杰弗逊（主角），并寄希望于杰弗逊能够帮助治疗乔治的口吃。乔治并不信任杰弗逊，但慢慢发现杰弗逊的方法并非胡来。随着旧王驾崩，乔治的哥哥爱德华（配角）本应即位，却为了迎娶一位寡妇——汤普森夫人而放弃了江山。乔治临危受命，他能否克服自己的口吃，完成这次重要的演讲？
1060	1017	1	林克	2102	2	1102	0	1401	1502	1910;1921;1922;1931;1946	1603;1602	林克（主角）和卡拉（主角）以为他们生活在一个与世隔绝的社区里。据科学家说，地面已经被放射物质所污染，而他们是地球最后一批存活的人类。他们可以通过抽签的方式去往唯一一个世外桃源的小岛自由自在的生活，但在此之前，他们必须先接受严格的生活管控。可当林克与卡拉终于获选来到外部世界，才发现一切都是一个巨大的谎言，他们都不过是某人的克隆体，用来给本体提供需要的移植器官…得知真相的林克与卡拉毅然决定逃亡，可注定不会一帆风顺。
1061	1017	2	卡拉	2106	1	1101	1201	0	0	1904;1932;1940;1931;1921	1602;1603	林克（主角）和卡拉（主角）以为他们生活在一个与世隔绝的社区里。据科学家说，地面已经被放射物质所污染，而他们是地球最后一批存活的人类。他们可以通过抽签的方式去往唯一一个世外桃源的小岛自由自在的生活，但在此之前，他们必须先接受严格的生活管控。可当林克与卡拉终于获选来到外部世界，才发现一切都是一个巨大的谎言，他们都不过是某人的克隆体，用来给本体提供需要的移植器官…得知真相的林克与卡拉毅然决定逃亡，可注定不会一帆风顺。
1062	1017	3	莉迪亚公主	2104	2	0	0	1402	1502	1931;1907;1910;1921;1922	1603;1605	遥远星系发生叛乱，银河共和国被推翻，奥兰德星的莉迪亚公主（主角）领导抵抗组织对抗银河帝国，却被银河帝国的维德勋爵（反派）所俘。机器人R1-D3携带帝国最新武器的结构图与同伴翻译机器人C-2OP逃至图塔因星，却在途中被抓住卖给青年路克（主角）的叔父。在路克的帮助下，众人阴错阳差找到了隐居的绝地武士欧文（主角）。欧文教导了路克绝地之道，并雇佣走私者罗素（配角）的猎鹰号飞船前往奥兰德…
1063	1017	4	欧文	2104	2	0	0	0	0	1927;1914;1922;1920;1921	1602;1603	遥远星系发生叛乱，银河共和国被推翻，奥兰德星的莉迪亚公主（主角）领导抵抗组织对抗银河帝国，却被银河帝国的维德勋爵（反派）所俘。机器人R1-D3携带帝国最新武器的结构图与同伴翻译机器人C-2OP逃至图塔因星，却在途中被抓住卖给青年路克（主角）的叔父。在路克的帮助下，众人阴错阳差找到了隐居的绝地武士欧文（主角）。欧文教导了路克绝地之道，并雇佣走私者罗素（配角）的猎鹰号飞船前往奥兰德…
1064	1018	1	路克	2102	2	1102	1203	1401	1501	1934;1930;1928;1931;1902	1602;1603	遥远星系发生叛乱，银河共和国被推翻，奥兰德星的莉迪亚公主（主角）领导抵抗组织对抗银河帝国，却被银河帝国的维德勋爵（反派）所俘。机器人R1-D3携带帝国最新武器的结构图与同伴翻译机器人C-2OP逃至图塔因星，却在途中被抓住卖给青年路克（主角）的叔父。在路克的帮助下，众人阴错阳差找到了隐居的绝地武士欧文（主角）。欧文教导了路克绝地之道，并雇佣走私者罗素（配角）的猎鹰号飞船前往奥兰德…
1065	1018	2	罗素	2106	1	1101	1203	1402	0	1904;1935;1928;1902;1931	1601;1602	遥远星系发生叛乱，银河共和国被推翻，奥兰德星的莉迪亚公主（主角）领导抵抗组织对抗银河帝国，却被银河帝国的维德勋爵（反派）所俘。机器人R1-D3携带帝国最新武器的结构图与同伴翻译机器人C-2OP逃至图塔因星，却在途中被抓住卖给青年路克（主角）的叔父。在路克的帮助下，众人阴错阳差找到了隐居的绝地武士欧文（主角）。欧文教导了路克绝地之道，并雇佣走私者罗素（配角）的猎鹰号飞船前往奥兰德…
1066	1018	3	维德勋爵	2104	2	0	0	0	0	1914;1907;1930;1934;1940	1602;1604	遥远星系发生叛乱，银河共和国被推翻，奥兰德星的莉迪亚公主（主角）领导抵抗组织对抗银河帝国，却被银河帝国的维德勋爵（反派）所俘。机器人R1-D3携带帝国最新武器的结构图与同伴翻译机器人C-2OP逃至图塔因星，却在途中被抓住卖给青年路克（主角）的叔父。在路克的帮助下，众人阴错阳差找到了隐居的绝地武士欧文（主角）。欧文教导了路克绝地之道，并雇佣走私者罗素（配角）的猎鹰号飞船前往奥兰德…
1067	1018	4	蒙特	2106	1	1101	1203	0	1501	1944;1942;1931;1908;1903	1601;1603	在一次太空科考中宇航员蒙特（主角）由于意外没有及时登上飞船撤离，被孤零零地留在了火星。科研小队队长桑德拉（主角）与队员利维（配角）等都认为他已经葬身太空，蒙特却以极低的概率活了下来。他必须想方设法孤身一人在火星生存下来，与此同时，地球方面也发现了他生还的事实，桑德拉为自己的失误愧疚不已，并决心一定要救回蒙特。但宇航局的局长奈特（配角）对救援行动却有所迟疑。另一方面，火星任务四年才执行一次，茫茫太空中，蒙特能否支撑到救援的到来？
1068	1019	1	桑德拉	2102	2	1102	0	1402	0	1902;1903;1931;1926;1934	1601;1602	在一次太空科考中宇航员蒙特（主角）由于意外没有及时登上飞船撤离，被孤零零地留在了火星。科研小队队长桑德拉（主角）与队员利维（配角）等都认为他已经葬身太空，蒙特却以极低的概率活了下来。他必须想方设法孤身一人在火星生存下来，与此同时，地球方面也发现了他生还的事实，桑德拉为自己的失误愧疚不已，并决心一定要救回蒙特。但宇航局的局长奈特（配角）对救援行动却有所迟疑。另一方面，火星任务四年才执行一次，茫茫太空中，蒙特能否支撑到救援的到来？
1069	1019	2	利维	2103	1	1101	0	0	0	1902;1904;1926;1931;1935	1603;1601	在一次太空科考中宇航员蒙特（主角）由于意外没有及时登上飞船撤离，被孤零零地留在了火星。科研小队队长桑德拉（主角）与队员利维（配角）等都认为他已经葬身太空，蒙特却以极低的概率活了下来。他必须想方设法孤身一人在火星生存下来，与此同时，地球方面也发现了他生还的事实，桑德拉为自己的失误愧疚不已，并决心一定要救回蒙特。但宇航局的局长奈特（配角）对救援行动却有所迟疑。另一方面，火星任务四年才执行一次，茫茫太空中，蒙特能否支撑到救援的到来？
1070	1019	3	奈特	2101	2	0	0	0	0	1902;1903;1922;1927;1931	1601;1603	在一次太空科考中宇航员蒙特（主角）由于意外没有及时登上飞船撤离，被孤零零地留在了火星。科研小队队长桑德拉（主角）与队员利维（配角）等都认为他已经葬身太空，蒙特却以极低的概率活了下来。他必须想方设法孤身一人在火星生存下来，与此同时，地球方面也发现了他生还的事实，桑德拉为自己的失误愧疚不已，并决心一定要救回蒙特。但宇航局的局长奈特（配角）对救援行动却有所迟疑。另一方面，火星任务四年才执行一次，茫茫太空中，蒙特能否支撑到救援的到来？
1071	1020	1	狄克	2102	2	1102	1201	0	0	1946;1907;1934;1921;1922	1602;1604	未来世界，机器人已经能够代替人类完成大部分工作，它们被称作复制人。但随着一次复制人暴乱，地球宣布复制人违法并决定消灭他们。特勤小组——银刃杀手受命侦查任何入侵复制人，并予以击毙。狄克（主角）就是银刃杀手之一，某天，他奉命追踪复制人罗杰（配角）、索拉（配角）等在逃复制人，和他搭档的是复制人蕾拉（主角）。在追踪的过程中，他和蕾拉产生了感情，明白了复制人们为了延长自身机器寿命而做出的努力，也渐渐地开始反思人类的命运。
1072	1020	2	蕾拉	2101	2	0	0	0	0	1928;1907;1930;1921;1931	1603;1602	未来世界，机器人已经能够代替人类完成大部分工作，它们被称作复制人。但随着一次复制人暴乱，地球宣布复制人违法并决定消灭他们。特勤小组——银刃杀手受命侦查任何入侵复制人，并予以击毙。狄克（主角）就是银刃杀手之一，某天，他奉命追踪复制人罗杰（配角）、索拉（配角）等在逃复制人，和他搭档的是复制人蕾拉（主角）。在追踪的过程中，他和蕾拉产生了感情，明白了复制人们为了延长自身机器寿命而做出的努力，也渐渐地开始反思人类的命运。
1073	1020	3	罗杰	2104	2	0	0	0	0	1904;1932;1942;1929;1902	1602;1603	未来世界，机器人已经能够代替人类完成大部分工作，它们被称作复制人。但随着一次复制人暴乱，地球宣布复制人违法并决定消灭他们。特勤小组——银刃杀手受命侦查任何入侵复制人，并予以击毙。狄克（主角）就是银刃杀手之一，某天，他奉命追踪复制人罗杰（配角）、索拉（配角）等在逃复制人，和他搭档的是复制人蕾拉（主角）。在追踪的过程中，他和蕾拉产生了感情，明白了复制人们为了延长自身机器寿命而做出的努力，也渐渐地开始反思人类的命运。
1074	1020	4	索拉	2107	2	0	0	0	0	1930;1907;1910;1923;1935	1602;1601	未来世界，机器人已经能够代替人类完成大部分工作，它们被称作复制人。但随着一次复制人暴乱，地球宣布复制人违法并决定消灭他们。特勤小组——银刃杀手受命侦查任何入侵复制人，并予以击毙。狄克（主角）就是银刃杀手之一，某天，他奉命追踪复制人罗杰（配角）、索拉（配角）等在逃复制人，和他搭档的是复制人蕾拉（主角）。在追踪的过程中，他和蕾拉产生了感情，明白了复制人们为了延长自身机器寿命而做出的努力，也渐渐地开始反思人类的命运。
1075	1021	1	沃特	2101	2	0	0	0	1501	1946;1922;1907;1921;1931	1602;1603	每个人都曾经历过懊恼糟糕的早晨，而沃特（主角）的这个早上可谓衰运当头，政府已经决定拆掉他的房子，好友德里克（配角）承认自己是个外星人，最耸人听闻的是，外星人正在建造银河系高速公路，而地球是阻挡工程进展的障碍物，外星人即将摧毁地球。在德里克的帮助下，沃特在地球被毁灭前的最后一刻搭上了一艘路过地球的外星人的太空船，远离了地球这个伤心之地。在太空之旅中，他遇到了酷爱吟诗的船长华莱士（配角）和忧郁的小机器人康纳（配角）。沃特发现毛巾是宇宙里最有用的东西，并明白了所有问题的终极答案其实是一个数字，更惊讶的发现他需要了解的一切都写在了一本名叫《宇宙漫游指南》的书中。
